site,region,scenario,year,water_year_type,flow_metric,current_value,reference_value,watercon_value,deltaH_cur_ref,deltaH_watercon_ref
204010,Aliso,"NA",2018,Dry,Peak_5,367.94436,152.83936,364.66512,215.10500000000002,211.82576
204010,Aliso,"NA",2018,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
204010,Aliso,"NA",2018,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
204010,Aliso,"NA",2018,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,DS_Dur_WS,217,NA,217,NA,NA
205010,Aliso,"NA",1994,Moderate,DS_Tim,228,NA,228,NA,NA
205010,Aliso,"NA",1994,Moderate,DS_Mag_50,0.2327,NA,0.186,NA,NA
205010,Aliso,"NA",1994,Moderate,DS_Mag_90,0.2683,NA,0.21192,NA,NA
205010,Aliso,"NA",1994,Moderate,FA_Dur,2,NA,9,NA,NA
205010,Aliso,"NA",1994,Moderate,FA_Mag,5.13525164771138,NA,5.0703052433176,NA,NA
205010,Aliso,"NA",1994,Moderate,FA_Tim,41,NA,41,NA,NA
205010,Aliso,"NA",1994,Moderate,SP_ROC,0.0653075328265376,NA,0.0124324324324324,NA,NA
205010,Aliso,"NA",1994,Moderate,SP_Dur,17,NA,7,NA,NA
205010,Aliso,"NA",1994,Moderate,SP_Mag,6.7731,NA,0.2412,NA,NA
205010,Aliso,"NA",1994,Moderate,SP_Tim,211,NA,221,NA,NA
205010,Aliso,"NA",1994,Moderate,Wet_BFL_Dur,150,NA,169,NA,NA
205010,Aliso,"NA",1994,Moderate,Wet_BFL_Mag_10,0.2521,NA,0.20564,NA,NA
205010,Aliso,"NA",1994,Moderate,Wet_BFL_Mag_50,0.2947,NA,0.2331,NA,NA
205010,Aliso,"NA",1994,Moderate,Wet_Tim,61,NA,52,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Tim_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Dur_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",1994,Moderate,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",1994,Moderate,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",1994,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Fre_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1994,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1995,Wet,DS_Dur_WS,194,NA,195,NA,NA
205010,Aliso,"NA",1995,Wet,DS_Tim,270,175,269,95,94
205010,Aliso,"NA",1995,Wet,DS_Mag_50,0.2621,NA,0.211,NA,NA
205010,Aliso,"NA",1995,Wet,DS_Mag_90,0.28413,NA,0.2237,NA,NA
205010,Aliso,"NA",1995,Wet,FA_Dur,2,NA,2,NA,NA
205010,Aliso,"NA",1995,Wet,FA_Mag,3.74009259203134,NA,3.7014522676999,NA,NA
205010,Aliso,"NA",1995,Wet,FA_Tim,4,NA,4,NA,NA
205010,Aliso,"NA",1995,Wet,SP_ROC,0.0821933650791968,0.022858363597522,0.0293877551020408,0.05933500148167481,0.006529391504518801
205010,Aliso,"NA",1995,Wet,SP_Dur,93,10,92,83,82
205010,Aliso,"NA",1995,Wet,SP_Mag,10.9785,18.0253,10.6359,-7.046800000000001,-7.389400000000002
205010,Aliso,"NA",1995,Wet,SP_Tim,177,165,177,12,12
205010,Aliso,"NA",1995,Wet,Wet_BFL_Dur,98,88,98,10,10
205010,Aliso,"NA",1995,Wet,Wet_BFL_Mag_10,0.24038,0.22744,0.19601,0.012940000000000007,-0.031430000000000013
205010,Aliso,"NA",1995,Wet,Wet_BFL_Mag_50,0.45845,0.36145,0.3878,0.09700000000000003,0.026349999999999985
205010,Aliso,"NA",1995,Wet,Wet_Tim,79,77,79,2,2
205010,Aliso,"NA",1995,Wet,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1995,Wet,Peak_Tim_2,101,135,131,-34,-4
205010,Aliso,"NA",1995,Wet,Peak_Tim_5,98,128,98,-30,-30
205010,Aliso,"NA",1995,Wet,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1995,Wet,Peak_Dur_2,3,25,4,-22,-21
205010,Aliso,"NA",1995,Wet,Peak_Dur_5,2,2,2,0,0
205010,Aliso,"NA",1995,Wet,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",1995,Wet,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",1995,Wet,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",1995,Wet,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1995,Wet,Peak_Fre_2,3,8,4,-5,-4
205010,Aliso,"NA",1995,Wet,Peak_Fre_5,2,2,2,0,0
205010,Aliso,"NA",1996,Moderate,DS_Dur_WS,166,NA,181,NA,NA
205010,Aliso,"NA",1996,Moderate,DS_Tim,239,NA,225,NA,NA
205010,Aliso,"NA",1996,Moderate,DS_Mag_50,0.24795,NA,0.1927,NA,NA
205010,Aliso,"NA",1996,Moderate,DS_Mag_90,0.272,NA,0.216,NA,NA
205010,Aliso,"NA",1996,Moderate,FA_Dur,2,NA,1,NA,NA
205010,Aliso,"NA",1996,Moderate,FA_Mag,2.22444561328401,NA,2.13683896687966,NA,NA
205010,Aliso,"NA",1996,Moderate,FA_Tim,73,NA,73,NA,NA
205010,Aliso,"NA",1996,Moderate,SP_ROC,0.0768320050083071,NA,0.0224719101123594,NA,NA
205010,Aliso,"NA",1996,Moderate,SP_Dur,92,NA,78,NA,NA
205010,Aliso,"NA",1996,Moderate,SP_Mag,28.1807,NA,27.1764,NA,NA
205010,Aliso,"NA",1996,Moderate,SP_Tim,147,NA,147,NA,NA
205010,Aliso,"NA",1996,Moderate,Wet_BFL_Dur,49,NA,49,NA,NA
205010,Aliso,"NA",1996,Moderate,Wet_BFL_Mag_10,0.2711,NA,0.2269,NA,NA
205010,Aliso,"NA",1996,Moderate,Wet_BFL_Mag_50,0.2949,NA,0.2431,NA,NA
205010,Aliso,"NA",1996,Moderate,Wet_Tim,98,NA,98,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Tim_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Dur_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",1996,Moderate,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",1996,Moderate,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",1996,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Fre_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1996,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1997,Moderate,DS_Dur_WS,278,211,282,67,71
205010,Aliso,"NA",1997,Moderate,DS_Tim,136,212,134,-76,-78
205010,Aliso,"NA",1997,Moderate,DS_Mag_50,0.2605,0.1586,0.20435,0.10190000000000002,0.04575000000000001
205010,Aliso,"NA",1997,Moderate,DS_Mag_90,0.39493,0.1678,0.33043,0.22713,0.16263
205010,Aliso,"NA",1997,Moderate,FA_Dur,3,NA,3,NA,NA
205010,Aliso,"NA",1997,Moderate,FA_Mag,16.5069576498529,NA,16.5565481138693,NA,NA
205010,Aliso,"NA",1997,Moderate,FA_Tim,29,NA,29,NA,NA
205010,Aliso,"NA",1997,Moderate,SP_ROC,0.0076416511722955,0.0115806835388275,0.0073987056678374,-0.0039390323665319995,-0.004181977870990099
205010,Aliso,"NA",1997,Moderate,SP_Dur,15,73,13,-58,-60
205010,Aliso,"NA",1997,Moderate,SP_Mag,25.1087,0.3154,24.8939,24.7933,24.5785
205010,Aliso,"NA",1997,Moderate,SP_Tim,121,139,121,-18,-18
205010,Aliso,"NA",1997,Moderate,Wet_BFL_Dur,82,63,81,19,18
205010,Aliso,"NA",1997,Moderate,Wet_BFL_Mag_10,0.23798,0.22324,0.1768,0.014740000000000003,-0.04643999999999998
205010,Aliso,"NA",1997,Moderate,Wet_BFL_Mag_50,0.3752,0.3125,0.3155,0.06269999999999998,0.0030000000000000027
205010,Aliso,"NA",1997,Moderate,Wet_Tim,39,76,40,-37,-36
205010,Aliso,"NA",1997,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1997,Moderate,Peak_Tim_2,51,114,51,-63,-63
205010,Aliso,"NA",1997,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1997,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1997,Moderate,Peak_Dur_2,1,10,1,-9,-9
205010,Aliso,"NA",1997,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1997,Moderate,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",1997,Moderate,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",1997,Moderate,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",1997,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1997,Moderate,Peak_Fre_2,1,3,1,-2,-2
205010,Aliso,"NA",1997,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1998,Wet,DS_Dur_WS,157,NA,160,NA,NA
205010,Aliso,"NA",1998,Wet,DS_Tim,236,235,233,1,-2
205010,Aliso,"NA",1998,Wet,DS_Mag_50,0.3046,NA,0.24485,NA,NA
205010,Aliso,"NA",1998,Wet,DS_Mag_90,0.34622000000000003,NA,0.28358,NA,NA
205010,Aliso,"NA",1998,Wet,FA_Dur,2,NA,3,NA,NA
205010,Aliso,"NA",1998,Wet,FA_Mag,10.6845317000868,NA,10.6160693720632,NA,NA
205010,Aliso,"NA",1998,Wet,FA_Tim,0,NA,0,NA,NA
205010,Aliso,"NA",1998,Wet,SP_ROC,0.0952380952380953,0.0173093663253758,0.0398585663773705,0.0779287289127195,0.022549200051994702
205010,Aliso,"NA",1998,Wet,SP_Dur,57,55,54,2,-1
205010,Aliso,"NA",1998,Wet,SP_Mag,43.3867,5.3298,42.7383,38.0569,37.408500000000004
205010,Aliso,"NA",1998,Wet,SP_Tim,179,180,179,-1,-1
205010,Aliso,"NA",1998,Wet,Wet_BFL_Dur,131,123,129,8,6
205010,Aliso,"NA",1998,Wet,Wet_BFL_Mag_10,0.3474,0.23422,0.28578,0.11317999999999998,0.05155999999999997
205010,Aliso,"NA",1998,Wet,Wet_BFL_Mag_50,0.5436,0.5083,0.4644,0.0353,-0.043899999999999995
205010,Aliso,"NA",1998,Wet,Wet_Tim,48,57,50,-9,-7
205010,Aliso,"NA",1998,Wet,Peak_Tim_10,105.5,130,105.5,-24.5,-24.5
205010,Aliso,"NA",1998,Wet,Peak_Tim_2,129,125,129,4,4
205010,Aliso,"NA",1998,Wet,Peak_Tim_5,105.5,137,105.5,-31.5,-31.5
205010,Aliso,"NA",1998,Wet,Peak_Dur_10,2,3,2,-1,-1
205010,Aliso,"NA",1998,Wet,Peak_Dur_2,6,68,6,-62,-62
205010,Aliso,"NA",1998,Wet,Peak_Dur_5,2,6,2,-4,-4
205010,Aliso,"NA",1998,Wet,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",1998,Wet,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",1998,Wet,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",1998,Wet,Peak_Fre_10,2,3,2,-1,-1
205010,Aliso,"NA",1998,Wet,Peak_Fre_2,5,7,5,-2,-2
205010,Aliso,"NA",1998,Wet,Peak_Fre_5,2,4,2,-2,-2
205010,Aliso,"NA",1999,Dry,DS_Dur_WS,260,NA,254,NA,NA
205010,Aliso,"NA",1999,Dry,DS_Tim,223,NA,222,NA,NA
205010,Aliso,"NA",1999,Dry,DS_Mag_50,0.2719,NA,0.2112,NA,NA
205010,Aliso,"NA",1999,Dry,DS_Mag_90,0.28844,NA,0.22647,NA,NA
205010,Aliso,"NA",1999,Dry,FA_Dur,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,FA_Mag,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,FA_Tim,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,SP_ROC,0.12921751615219,NA,0.0530096540366008,NA,NA
205010,Aliso,"NA",1999,Dry,SP_Dur,26,NA,25,NA,NA
205010,Aliso,"NA",1999,Dry,SP_Mag,6.2319,NA,5.9793,NA,NA
205010,Aliso,"NA",1999,Dry,SP_Tim,197,NA,197,NA,NA
205010,Aliso,"NA",1999,Dry,Wet_BFL_Dur,170,NA,170,NA,NA
205010,Aliso,"NA",1999,Dry,Wet_BFL_Mag_10,0.30118,NA,0.24054,NA,NA
205010,Aliso,"NA",1999,Dry,Wet_BFL_Mag_50,0.34935,NA,0.2812,NA,NA
205010,Aliso,"NA",1999,Dry,Wet_Tim,27,NA,27,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",1999,Dry,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",1999,Dry,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",1999,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",1999,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,DS_Dur_WS,235,NA,235,NA,NA
205010,Aliso,"NA",2000,Moderate,DS_Tim,223,NA,223,NA,NA
205010,Aliso,"NA",2000,Moderate,DS_Mag_50,0.2542,NA,0.1957,NA,NA
205010,Aliso,"NA",2000,Moderate,DS_Mag_90,0.28348,NA,0.2182,NA,NA
205010,Aliso,"NA",2000,Moderate,FA_Dur,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,FA_Mag,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,FA_Tim,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,SP_ROC,0.190492359932088,NA,0.0888890823762962,NA,NA
205010,Aliso,"NA",2000,Moderate,SP_Dur,20,NA,20,NA,NA
205010,Aliso,"NA",2000,Moderate,SP_Mag,15.4151,NA,15.0147,NA,NA
205010,Aliso,"NA",2000,Moderate,SP_Tim,203,NA,203,NA,NA
205010,Aliso,"NA",2000,Moderate,Wet_BFL_Dur,86,NA,93,NA,NA
205010,Aliso,"NA",2000,Moderate,Wet_BFL_Mag_10,0.2874,NA,0.2281,NA,NA
205010,Aliso,"NA",2000,Moderate,Wet_BFL_Mag_50,0.4056,NA,0.3169,NA,NA
205010,Aliso,"NA",2000,Moderate,Wet_Tim,117,NA,110,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Tim_2,NA,156,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Dur_2,NA,1,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",2000,Moderate,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",2000,Moderate,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",2000,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Fre_2,NA,1,NA,NA,NA
205010,Aliso,"NA",2000,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2001,Wet,DS_Dur_WS,185,NA,188,NA,NA
205010,Aliso,"NA",2001,Wet,DS_Tim,208,318,205,-110,-113
205010,Aliso,"NA",2001,Wet,DS_Mag_50,0.2532,NA,0.1959,NA,NA
205010,Aliso,"NA",2001,Wet,DS_Mag_90,0.28904,NA,0.22686,NA,NA
205010,Aliso,"NA",2001,Wet,FA_Dur,2,NA,4,NA,NA
205010,Aliso,"NA",2001,Wet,FA_Mag,10.70746202778,NA,10.6745830619942,NA,NA
205010,Aliso,"NA",2001,Wet,FA_Tim,26,NA,26,NA,NA
205010,Aliso,"NA",2001,Wet,SP_ROC,0.0464601769911504,0.00132538162910389,0.0228266718537373,0.04513479536204651,0.02150129022463341
205010,Aliso,"NA",2001,Wet,SP_Dur,56,166,53,-110,-113
205010,Aliso,"NA",2001,Wet,SP_Mag,20.982,2.2956,20.6931,18.6864,18.3975
205010,Aliso,"NA",2001,Wet,SP_Tim,152,152,152,0,0
205010,Aliso,"NA",2001,Wet,Wet_BFL_Dur,60,74,60,-14,-14
205010,Aliso,"NA",2001,Wet,Wet_BFL_Mag_10,0.25608,0.20113,0.20209,0.05494999999999997,9.599999999999886e-4
205010,Aliso,"NA",2001,Wet,Wet_BFL_Mag_50,0.31565,0.21235,0.2495,0.10329999999999998,0.03714999999999999
205010,Aliso,"NA",2001,Wet,Wet_Tim,92,78,92,14,14
205010,Aliso,"NA",2001,Wet,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2001,Wet,Peak_Tim_2,118,140.5,118,-22.5,-22.5
205010,Aliso,"NA",2001,Wet,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2001,Wet,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2001,Wet,Peak_Dur_2,2,7,2,-5,-5
205010,Aliso,"NA",2001,Wet,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2001,Wet,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",2001,Wet,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",2001,Wet,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",2001,Wet,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2001,Wet,Peak_Fre_2,2,2,2,0,0
205010,Aliso,"NA",2001,Wet,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,DS_Dur_WS,71,NA,160,NA,NA
205010,Aliso,"NA",2002,Dry,DS_Tim,323,NA,235,NA,NA
205010,Aliso,"NA",2002,Dry,DS_Mag_50,0.1949,NA,0.1597,NA,NA
205010,Aliso,"NA",2002,Dry,DS_Mag_90,0.2216,NA,0.18264,NA,NA
205010,Aliso,"NA",2002,Dry,FA_Dur,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,FA_Mag,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,FA_Tim,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,SP_ROC,0.0544633305787697,NA,0.045719854559401,NA,NA
205010,Aliso,"NA",2002,Dry,SP_Dur,162,NA,74,NA,NA
205010,Aliso,"NA",2002,Dry,SP_Mag,0.5538,NA,0.4546,NA,NA
205010,Aliso,"NA",2002,Dry,SP_Tim,161,NA,161,NA,NA
205010,Aliso,"NA",2002,Dry,Wet_BFL_Dur,134,NA,134,NA,NA
205010,Aliso,"NA",2002,Dry,Wet_BFL_Mag_10,0.23252,NA,0.1747,NA,NA
205010,Aliso,"NA",2002,Dry,Wet_BFL_Mag_50,0.2644,NA,0.2065,NA,NA
205010,Aliso,"NA",2002,Dry,Wet_Tim,27,NA,27,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",2002,Dry,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",2002,Dry,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",2002,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
205010,Aliso,"NA",2002,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,DS_Dur_WS,216,NA,216,NA,NA
205010,Aliso,"NA",2003,Wet,DS_Tim,228,261,228,-33,-33
205010,Aliso,"NA",2003,Wet,DS_Mag_50,0.21975,NA,0.16795,NA,NA
205010,Aliso,"NA",2003,Wet,DS_Mag_90,0.26265,NA,0.19825,NA,NA
205010,Aliso,"NA",2003,Wet,FA_Dur,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,FA_Mag,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,FA_Tim,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,SP_ROC,0.0399201596806386,0.00301432485767422,0.0147719025363656,0.036905834822964376,0.011757577678691379
205010,Aliso,"NA",2003,Wet,SP_Dur,29,91,29,-62,-62
205010,Aliso,"NA",2003,Wet,SP_Mag,34.9386,18.1402,33.647,16.7984,15.506799999999998
205010,Aliso,"NA",2003,Wet,SP_Tim,199,170,199,29,29
205010,Aliso,"NA",2003,Wet,Wet_BFL_Dur,171,21,170,150,149
205010,Aliso,"NA",2003,Wet,Wet_BFL_Mag_10,0.196,0.1797,0.14249,0.01630000000000001,-0.03720999999999999
205010,Aliso,"NA",2003,Wet,Wet_BFL_Mag_50,0.2452,0.1853,0.192,0.05990000000000001,0.0067000000000000115
205010,Aliso,"NA",2003,Wet,Wet_Tim,28,149,29,-121,-120
205010,Aliso,"NA",2003,Wet,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,Peak_Tim_2,165,165,165,0,0
205010,Aliso,"NA",2003,Wet,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,Peak_Dur_2,2,4,2,-2,-2
205010,Aliso,"NA",2003,Wet,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",2003,Wet,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",2003,Wet,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",2003,Wet,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2003,Wet,Peak_Fre_2,1,1,1,0,0
205010,Aliso,"NA",2003,Wet,Peak_Fre_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,DS_Dur_WS,158,NA,159,NA,NA
205010,Aliso,"NA",2004,Dry,DS_Tim,217,NA,216,NA,NA
205010,Aliso,"NA",2004,Dry,DS_Mag_50,0.21545,NA,0.1613,NA,NA
205010,Aliso,"NA",2004,Dry,DS_Mag_90,0.24441,NA,0.1852,NA,NA
205010,Aliso,"NA",2004,Dry,FA_Dur,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,FA_Mag,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,FA_Tim,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,SP_ROC,0.0540375686674798,NA,0.0323475046210721,NA,NA
205010,Aliso,"NA",2004,Dry,SP_Dur,65,NA,64,NA,NA
205010,Aliso,"NA",2004,Dry,SP_Mag,71.4774,NA,69.3949,NA,NA
205010,Aliso,"NA",2004,Dry,SP_Tim,152,NA,152,NA,NA
205010,Aliso,"NA",2004,Dry,Wet_BFL_Dur,74,NA,74,NA,NA
205010,Aliso,"NA",2004,Dry,Wet_BFL_Mag_10,0.22763,NA,0.175,NA,NA
205010,Aliso,"NA",2004,Dry,Wet_BFL_Mag_50,0.23575,NA,0.1838,NA,NA
205010,Aliso,"NA",2004,Dry,Wet_Tim,78,NA,78,NA,NA
205010,Aliso,"NA",2004,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,Peak_Tim_2,148,148,148,0,0
205010,Aliso,"NA",2004,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,Peak_Dur_2,1,1,1,0,0
205010,Aliso,"NA",2004,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,Peak_10,108.63814,48.08418,107.13568,60.553960000000004,59.05149999999999
205010,Aliso,"NA",2004,Dry,Peak_2,46.7116,0.5382,45.1811,46.173399999999994,44.6429
205010,Aliso,"NA",2004,Dry,Peak_5,83.60156,20.98252,82.98804,62.619040000000005,62.00552
205010,Aliso,"NA",2004,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
205010,Aliso,"NA",2004,Dry,Peak_Fre_2,1,1,1,0,0
205010,Aliso,"NA",2004,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
